appId,appName,environment,severity,runtime,installedPath,jarFiles,ciCdPipeline,forgejoActions,repo,image,vulnerabilities
"APP-00077","core-banking-service-0077","hybrid","high","nodejs18","/hybrid/apps/core-banking-service-0077","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""node:18-bullseye"",""buildContainer"":""localhost:5000/build/core-banking-service-0077:ci-77""}","[""actions/checkout@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-core-banking-service-0077.git","localhost:5000/avrc/core-banking-service-0077:1.0.0","[{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""}]"
"APP-00078","analytics-service-0078","development","medium","java17-spring","/srv/dev/analytics-service-0078","[""analytics-service-0078-api.jar"",""log4j-core-2.14.1.jar"",""jackson-databind-2.9.9.jar""]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""maven:3.8.1-openjdk-11"",""buildContainer"":""localhost:5000/build/analytics-service-0078:ci-78""}","[""actions/checkout@v4"",""aquasecurity/trivy-action@master"",""actions/setup-node@v4""]","http://localhost:3001/tejdeep/avrc-analytics-service-0078.git","localhost:5000/avrc/analytics-service-0078:1.2.3","[{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""}]"
"APP-00079","identity-service-0079","qa","low","python3.11-fastapi","/srv/qa/identity-service-0079","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""python:3.9-slim"",""buildContainer"":""localhost:5000/build/identity-service-0079:ci-79""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-identity-service-0079.git","localhost:5000/avrc/identity-service-0079:2024.04","[{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""}]"
"APP-00080","treasury-service-0080","staging","critical","go1.22","/opt/staging/treasury-service-0080","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""golang:1.18"",""buildContainer"":""localhost:5000/build/treasury-service-0080:ci-80""}","[""actions/checkout@v4"",""actions/setup-node@v4"",""actions/setup-python@v5"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-treasury-service-0080.git","localhost:5000/avrc/treasury-service-0080:latest","[{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""}]"
"APP-00081","payments-service-0081","production","critical","dotnet8","/opt/apps/payments-service-0081","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""node:18-bullseye"",""buildContainer"":""localhost:5000/build/payments-service-0081:ci-81""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-payments-service-0081.git","localhost:5000/avrc/payments-service-0081:1.0.0","[{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""}]"
"APP-00082","loans-service-0082","dr","medium","nginx-static","/dr/apps/loans-service-0082","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""maven:3.8.1-openjdk-11"",""buildContainer"":""localhost:5000/build/loans-service-0082:ci-82""}","[""actions/checkout@v4"",""actions/setup-python@v5"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-loans-service-0082.git","localhost:5000/avrc/loans-service-0082:1.2.3","[{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""}]"
"APP-00083","cards-service-0083","on-prem","low","nodejs18","D:\Apps/cards-service-0083","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""python:3.9-slim"",""buildContainer"":""localhost:5000/build/cards-service-0083:ci-83""}","[""actions/checkout@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-cards-service-0083.git","localhost:5000/avrc/cards-service-0083:2024.04","[{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""}]"
"APP-00084","risk-service-0084","hybrid","critical","java17-spring","/hybrid/apps/risk-service-0084","[""risk-service-0084-api.jar"",""log4j-core-2.14.1.jar"",""jackson-databind-2.9.9.jar""]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""golang:1.18"",""buildContainer"":""localhost:5000/build/risk-service-0084:ci-84""}","[""actions/checkout@v4"",""aquasecurity/trivy-action@master"",""actions/setup-node@v4""]","http://localhost:3001/tejdeep/avrc-risk-service-0084.git","localhost:5000/avrc/risk-service-0084:latest","[{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""}]"
"APP-00085","core-banking-service-0085","development","high","python3.11-fastapi","/srv/dev/core-banking-service-0085","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""node:18-bullseye"",""buildContainer"":""localhost:5000/build/core-banking-service-0085:ci-85""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-core-banking-service-0085.git","localhost:5000/avrc/core-banking-service-0085:1.0.0","[{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""}]"
"APP-00086","analytics-service-0086","qa","medium","go1.22","/srv/qa/analytics-service-0086","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""maven:3.8.1-openjdk-11"",""buildContainer"":""localhost:5000/build/analytics-service-0086:ci-86""}","[""actions/checkout@v4"",""actions/setup-node@v4"",""actions/setup-python@v5"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-analytics-service-0086.git","localhost:5000/avrc/analytics-service-0086:1.2.3","[{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""}]"
"APP-00087","identity-service-0087","staging","low","dotnet8","/opt/staging/identity-service-0087","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""python:3.9-slim"",""buildContainer"":""localhost:5000/build/identity-service-0087:ci-87""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-identity-service-0087.git","localhost:5000/avrc/identity-service-0087:2024.04","[{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""}]"
"APP-00088","treasury-service-0088","production","low","nginx-static","/opt/apps/treasury-service-0088","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""golang:1.18"",""buildContainer"":""localhost:5000/build/treasury-service-0088:ci-88""}","[""actions/checkout@v4"",""actions/setup-python@v5"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-treasury-service-0088.git","localhost:5000/avrc/treasury-service-0088:latest","[{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""critical"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""}]"
"APP-00089","payments-service-0089","dr","high","nodejs18","/dr/apps/payments-service-0089","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""node:18-bullseye"",""buildContainer"":""localhost:5000/build/payments-service-0089:ci-89""}","[""actions/checkout@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-payments-service-0089.git","localhost:5000/avrc/payments-service-0089:1.0.0","[{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2019-10744"",""severity"":""high"",""component"":""lodash"",""installedVersion"":""4.17.11"",""fixedVersion"":""4.17.21"",""path"":""package.json"",""remediation"":""Upgrade lodash to 4.17.21.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""}]"
"APP-00090","loans-service-0090","on-prem","medium","java17-spring","D:\Apps/loans-service-0090","[""loans-service-0090-api.jar"",""log4j-core-2.14.1.jar"",""jackson-databind-2.9.9.jar""]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""maven:3.8.1-openjdk-11"",""buildContainer"":""localhost:5000/build/loans-service-0090:ci-90""}","[""actions/checkout@v4"",""aquasecurity/trivy-action@master"",""actions/setup-node@v4""]","http://localhost:3001/tejdeep/avrc-loans-service-0090.git","localhost:5000/avrc/loans-service-0090:1.2.3","[{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""},{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""}]"
"APP-00091","cards-service-0091","hybrid","low","python3.11-fastapi","/hybrid/apps/cards-service-0091","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""python:3.9-slim"",""buildContainer"":""localhost:5000/build/cards-service-0091:ci-91""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-cards-service-0091.git","localhost:5000/avrc/cards-service-0091:2024.04","[{""type"":""repo"",""cve"":""CVE-2022-31129"",""severity"":""high"",""component"":""moment"",""installedVersion"":""2.19.3"",""fixedVersion"":""2.29.4"",""path"":""package.json"",""remediation"":""Upgrade moment to 2.29.4 or remove it.""},{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""}]"
"APP-00092","risk-service-0092","development","critical","go1.22","/srv/dev/risk-service-0092","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""golang:1.18"",""buildContainer"":""localhost:5000/build/risk-service-0092:ci-92""}","[""actions/checkout@v4"",""actions/setup-node@v4"",""actions/setup-python@v5"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-risk-service-0092.git","localhost:5000/avrc/risk-service-0092:latest","[{""type"":""repo"",""cve"":""CVE-2020-28493"",""severity"":""medium"",""component"":""jinja2"",""installedVersion"":""2.10"",""fixedVersion"":""2.11.3"",""path"":""requirements.txt"",""remediation"":""Upgrade Jinja2 to a patched version.""},{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""},{""type"":""build_container"",""cve"":""CVE-2022-24765"",""severity"":""high"",""component"":""git"",""installedVersion"":""2.34.1"",""fixedVersion"":""2.35.2"",""path"":"".forgejo/workflows/build.yml"",""remediation"":""Use a patched CI image with newer git.""},{""type"":""repo"",""cve"":""CVE-2021-44228"",""severity"":""critical"",""component"":""log4j-core"",""installedVersion"":""2.14.1"",""fixedVersion"":""2.17.1"",""path"":""pom.xml"",""remediation"":""Upgrade log4j-core to 2.17.1 or later.""}]"
"APP-00093","core-banking-service-0093","qa","high","dotnet8","/srv/qa/core-banking-service-0093","[]","{""provider"":""forgejo-actions"",""workflowPath"":"".forgejo/workflows/build.yml"",""runnerImage"":""node:18-bullseye"",""buildContainer"":""localhost:5000/build/core-banking-service-0093:ci-93""}","[""actions/checkout@v4"",""actions/setup-java@v4"",""docker/build-push-action@v6"",""aquasecurity/trivy-action@master""]","http://localhost:3001/tejdeep/avrc-core-banking-service-0093.git","localhost:5000/avrc/core-banking-service-0093:1.0.0","[{""type"":""image"",""cve"":""CVE-2023-45853"",""severity"":""critical"",""component"":""zlib"",""installedVersion"":""1.2.11"",""fixedVersion"":""1.3"",""path"":""Dockerfile"",""remediation"":""Rebuild on a patched base image.""},{""type"":""runtime"",""cve"":""CVE-2021-41773"",""severity"":""high"",""component"":""apache-httpd"",""installedVersion"":""2.4.49"",""fixedVersion"":""2.4.51"",""path"":""/usr/sbin/httpd"",""remediation"":""Patch Apache httpd and block path traversal.""},{""type"":""path"",""cve"":""CVE-2023-29489"",""severity"":""medium"",""component"":""cPanel path exposure"",""installedVersion"":""11.108"",""fixedVersion"":""11.109"",""path"":""/var/cpanel"",""remediation"":""Patch cPanel and restrict exposed paths.""}]"
